tau,s,h
0.87156965,0.56656750,0.00011055
0.87156965,0.58545308,0.00011013
0.87156965,0.60433865,0.00010957
0.87156965,0.62322423,0.00010885
0.87156965,0.64210986,0.00010794
0.87156965,0.66099543,0.00010681
0.87156965,0.67988101,0.00010544
0.87156965,0.69876658,0.00010378
0.87156965,0.71765215,0.00010176
0.87156965,0.73653773,0.00009933
0.87156965,0.75542336,0.00009637
0.87156965,0.77430893,0.00009274
0.87156965,0.79319451,0.00008820
0.87156965,0.81208008,0.00008237
0.87156965,0.83096565,0.00007447
0.87156965,0.84985123,0.00006251
0.87156965,0.86873686,0.00003410
0.87156965,0.88762243,0.00000000
0.87156965,0.90650801,0.00000000
0.87156965,0.92539358,0.00000000
0.88951098,0.00000000,0.00009415
0.88951098,0.01888558,0.00009502
0.88951098,0.03777117,0.00009589
0.88951098,0.05665675,0.00009674
0.88951098,0.07554233,0.00009759
0.88951098,0.09442792,0.00009843
0.88951098,0.11331350,0.00009926
0.88951098,0.13219909,0.00010008
0.88951098,0.15108466,0.00010089
0.88951098,0.16997025,0.00010168
0.88951098,0.18885584,0.00010246
0.88951098,0.20774141,0.00010322
0.88951098,0.22662700,0.00010397
0.88951098,0.24551258,0.00010469
0.88951098,0.26439818,0.00010539
0.88951098,0.28328375,0.00010606
0.88951098,0.30216933,0.00010671
0.88951098,0.32105493,0.00010733
0.88951098,0.33994050,0.00010791
0.88951098,0.35882608,0.00010846
0.88951098,0.37771168,0.00010897
0.88951098,0.39659725,0.00010943
0.88951098,0.41548283,0.00010985
0.88951098,0.43436843,0.00011022
0.88951098,0.45325400,0.00011053
0.88951098,0.47213958,0.00011078
0.88951098,0.49102515,0.00011095
0.88951098,0.50991073,0.00011106
0.88951098,0.52879636,0.00011107
0.88951098,0.54768193,0.00011100
0.88951098,0.56656750,0.00011082
0.88951098,0.58545308,0.00011053
0.88951098,0.60433865,0.00011011
0.88951098,0.62322423,0.00010954
0.88951098,0.64210986,0.00010881
0.88951098,0.66099543,0.00010789
0.88951098,0.67988101,0.00010675
0.88951098,0.69876658,0.00010536
0.88951098,0.71765215,0.00010368
0.88951098,0.73653773,0.00010165
0.88951098,0.75542336,0.00009920
0.88951098,0.77430893,0.00009621
0.88951098,0.79319451,0.00009254
0.88951098,0.81208008,0.00008795
0.88951098,0.83096565,0.00008204
0.88951098,0.84985123,0.00007400
0.88951098,0.86873686,0.00006171
0.88951098,0.88762243,0.00003016
0.88951098,0.90650801,0.00000000
0.88951098,0.92539358,0.00000000
0.90745225,0.00000000,0.00009332
0.90745225,0.01888558,0.00009420
0.90745225,0.03777117,0.00009507
0.90745225,0.05665675,0.00009593
0.90745225,0.07554233,0.00009679
0.90745225,0.09442792,0.00009764
0.90745225,0.11331350,0.00009848
0.90745225,0.13219909,0.00009931
0.90745225,0.15108466,0.00010013
0.90745225,0.16997025,0.00010093
0.90745225,0.18885584,0.00010172
0.90745225,0.20774141,0.00010250
0.90745225,0.22662700,0.00010326
0.90745225,0.24551258,0.00010400
0.90745225,0.26439818,0.00010472
0.90745225,0.28328375,0.00010542
0.90745225,0.30216933,0.00010609
0.90745225,0.32105493,0.00010674
0.90745225,0.33994050,0.00010736
0.90745225,0.35882608,0.00010794
0.90745225,0.37771168,0.00010848
0.90745225,0.39659725,0.00010899
0.90745225,0.41548283,0.00010946
0.90745225,0.43436843,0.00010987
0.90745225,0.45325400,0.00011024
0.90745225,0.47213958,0.00011054
0.90745225,0.49102515,0.00011079
0.90745225,0.50991073,0.00011096
0.90745225,0.52879636,0.00011106
0.90745225,0.54768193,0.00011107
0.90745225,0.56656750,0.00011099
0.90745225,0.58545308,0.00011081
0.90745225,0.60433865,0.00011051
0.90745225,0.62322423,0.00011008
0.90745225,0.64210986,0.00010951
0.90745225,0.66099543,0.00010877
0.90745225,0.67988101,0.00010784
0.90745225,0.69876658,0.00010669
0.90745225,0.71765215,0.00010529
0.90745225,0.73653773,0.00010359
0.90745225,0.75542336,0.00010154
0.90745225,0.77430893,0.00009906
0.90745225,0.79319451,0.00009604
0.90745225,0.81208008,0.00009233
0.90745225,0.83096565,0.00008769
0.90745225,0.84985123,0.00008170
0.90745225,0.86873686,0.00007352
0.90745225,0.88762243,0.00006089
0.90745225,0.90650801,0.00002443
0.90745225,0.92539358,0.00000000
0.92539358,0.00000000,0.00009249
0.92539358,0.01888558,0.00009337
0.92539358,0.03777117,0.00009424
0.92539358,0.05665675,0.00009511
0.92539358,0.07554233,0.00009597
0.92539358,0.09442792,0.00009683
0.92539358,0.11331350,0.00009768
0.92539358,0.13219909,0.00009852
0.92539358,0.15108466,0.00009935
0.92539358,0.16997025,0.00010017
0.92539358,0.18885584,0.00010097
0.92539358,0.20774141,0.00010176
0.92539358,0.22662700,0.00010254
0.92539358,0.24551258,0.00010330
0.92539358,0.26439818,0.00010404
0.92539358,0.28328375,0.00010476
0.92539358,0.30216933,0.00010546
0.92539358,0.32105493,0.00010613
0.92539358,0.33994050,0.00010677
0.92539358,0.35882608,0.00010739
0.92539358,0.37771168,0.00010797
0.92539358,0.39659725,0.00010851
0.92539358,0.41548283,0.00010902
0.92539358,0.43436843,0.00010948
0.92539358,0.45325400,0.00010989
0.92539358,0.47213958,0.00011025
0.92539358,0.49102515,0.00011056
0.92539358,0.50991073,0.00011080
0.92539358,0.52879636,0.00011097
0.92539358,0.54768193,0.00011106
0.92539358,0.56656750,0.00011107
0.92539358,0.58545308,0.00011099
0.92539358,0.60433865,0.00011080
0.92539358,0.62322423,0.00011049
0.92539358,0.64210986,0.00011006
0.92539358,0.66099543,0.00010947
0.92539358,0.67988101,0.00010872
0.92539358,0.69876658,0.00010778
0.92539358,0.71765215,0.00010662
0.92539358,0.73653773,0.00010521
0.92539358,0.75542336,0.00010350
0.92539358,0.77430893,0.00010143
0.92539358,0.79319451,0.00009892
0.92539358,0.81208008,0.00009587
0.92539358,0.83096565,0.00009212
0.92539358,0.84985123,0.00008743
0.92539358,0.86873686,0.00008135
0.92539358,0.88762243,0.00007302
0.92539358,0.90650801,0.00006004
0.92539358,0.92539358,0.00000000
